bet_id,placed_date,placed_datetime,bet_type,parlay_odds,n_legs,all_hit,stake,returned,net
us-oh:01kveqwcweem19tan7d0mfv3pn,2026-06-18,2026-06-18 21:28,Same Game Parlay™,+8512,3,False,1.0,0.0,-1.0
us-oh:01kveqse5qen38p9fn83zbkd0j,2026-06-18,2026-06-18 21:26,Same Game Parlay™,+15266,4,False,1.0,0.0,-1.0
us-oh:01kve3ba7cfhmbzcn4xphzksex,2026-06-18,2026-06-18 15:29,4 leg Same Game Parlay+,+28803,4,False,1.0,0.0,-1.0
us-oh:01kvdsmz7ke09r5d7kh95f1598,2026-06-18,2026-06-18 12:39,3 leg Same Game Parlay+,+12302,3,False,1.0,0.0,-1.0
us-oh:01kvefypzzevhbaf7evb34t96x,2026-06-18,2026-06-18 19:09,3 leg Same Game Parlay+,+7885,3,False,10.0,0.0,-10.0
us-oh:01kve6m1rvehjsx2dppnrjjvjy,2026-06-18,2026-06-18 16:26,3 leg parlay,+8542,3,False,1.0,0.0,-1.0
us-oh:01kve37b62fpx8y1qcfds9dkar,2026-06-18,2026-06-18 15:27,4 leg Same Game Parlay+,+12912,4,False,1.0,0.0,-1.0
us-oh:01kve6yf7pf8kastw15tg86vhn,2026-06-18,2026-06-18 16:32,4 leg Same Game Parlay+,+24998,4,False,1.0,0.0,-1.0
us-oh:01kvdsb8jse3tabe4jwg9vwmsq,2026-06-18,2026-06-18 12:34,4 leg parlay,+30878,4,False,5.0,0.0,-5.0
us-oh:01kvdtr87jf0ks4kgvg059hqs7,2026-06-18,2026-06-18 12:59,4 leg Same Game Parlay+,+28102,4,False,1.0,0.0,-1.0
us-oh:01kvdsg4pce2e9307rdde00a9c,2026-06-18,2026-06-18 12:37,4 leg parlay,+24817,4,False,1.0,0.0,-1.0
us-oh:01kvdsefdjfkx8vq5xpary2thy,2026-06-18,2026-06-18 12:36,4 leg parlay,+43703,4,False,1.0,0.0,-1.0
us-oh:01kvdsnv2he8dvatek91rt87zd,2026-06-18,2026-06-18 12:40,3 leg parlay,+11738,3,False,10.0,0.0,-10.0
O/2072111/0001906,2026-06-18,2026-06-18 11:58,4 leg parlay,+79132,4,False,10.0,0.0,-10.0
us-oh:01kvbrgn0ke5fs9794y2jmbnss,2026-06-17,2026-06-17 17:41,3 leg Same Game Parlay+,+9316,3,False,1.0,0.0,-1.0
us-oh:01kvbr55vyfagvwen5a5jjnhgt,2026-06-17,2026-06-17 17:35,4 leg parlay,+25950,4,False,1.0,0.0,-1.0
us-oh:01kvbr0rcgfqtt39xvra8rkvpv,2026-06-17,2026-06-17 17:32,3 leg parlay,+10464,3,False,10.0,0.0,-10.0
us-oh:01kvbrckk2fvzva6jmzdzvgwx4,2026-06-17,2026-06-17 17:39,3 leg parlay,+10274,3,False,1.0,0.0,-1.0
O/2072111/0001905,2026-06-17,2026-06-17 09:30,4 leg parlay,+31679,4,False,10.0,0.0,-10.0
us-oh:01kvb7mgszf7p85vbv76nwn50c,2026-06-17,2026-06-17 12:46,4 leg parlay,+31540,4,False,5.0,0.0,-5.0
us-oh:01kvb75cnae0qvvnrgethc58g5,2026-06-17,2026-06-17 12:38,4 leg parlay,+21958,4,False,5.0,0.0,-5.0
us-oh:01kvb72jsyej6b7qx76qhwndq4,2026-06-17,2026-06-17 12:36,4 leg parlay,+26836,4,False,5.0,0.0,-5.0
us-oh:01kvb961vmevys1hz29anxar26,2026-06-17,2026-06-17 13:13,3 leg parlay,+14894,3,False,1.0,0.0,-1.0
us-oh:01kvb9k2scf77a6v9ckp1dh1gx,2026-06-17,2026-06-17 13:20,4 leg parlay,+72593,4,False,1.0,0.0,-1.0
us-oh:01kv9abwyze0p972ncspwj72ma,2026-06-16,2026-06-16 18:55,3 leg parlay,+11528,3,False,1.0,0.0,-1.0
us-oh:01kv9kccenfwab3cxvpac4vpcs,2026-06-16,2026-06-16 21:33,4 leg parlay,+27593,4,False,1.0,0.0,-1.0
us-oh:01kv99r680er189texxs1r2m1j,2026-06-16,2026-06-16 18:45,3 leg parlay,+11807,3,False,1.0,0.0,-1.0
us-oh:01kv9d8hkvfz6azg2ge2p7e3bv,2026-06-16,2026-06-16 19:46,4 leg Same Game Parlay+,+35260,4,False,1.0,0.0,-1.0
O/2072111/0001904,2026-06-16,2026-06-16 18:36,4 leg parlay,+75365,4,False,10.0,0.0,-10.0
O/2072111/0001903,2026-06-16,2026-06-16 18:31,4 leg parlay,+31912,4,False,10.0,0.0,-10.0
us-oh:01kv9a6pn0f2rr9fa0fh62xrnf,2026-06-16,2026-06-16 18:53,4 leg Same Game Parlay+,+29145,4,False,1.0,0.0,-1.0
O/2072111/0001902,2026-06-16,2026-06-16 18:30,4 leg parlay,+29770,3,False,10.0,0.0,-10.0
us-oh:01kv99djprfdwtbd8d8rrbwgkd,2026-06-16,2026-06-16 18:39,4 leg parlay,+22800,4,False,5.0,0.0,-5.0
us-oh:01kv6qar2jf37ttmrzas2x3s4k,2026-06-15,2026-06-15 18:44,4 leg parlay,+20470,4,False,1.0,0.0,-1.0
us-oh:01kv6ztn16ebett88pqh1naewd,2026-06-15,2026-06-15 21:13,4 leg Same Game Parlay+,+16412,4,False,1.0,0.0,-1.0
us-oh:01kv6r5pk5ecvt4tbyegkasg2g,2026-06-15,2026-06-15 18:59,3 leg parlay,+12355,3,False,1.0,0.0,-1.0
us-oh:01kv700nwyfsfarpn0hdk7d35j,2026-06-15,2026-06-15 21:16,4 leg Same Game Parlay+,+25513,4,False,1.0,0.0,-1.0
us-oh:01kv6rb3hwe5a87gdc4nmr8mq0,2026-06-15,2026-06-15 19:02,4 leg parlay,+40305,4,False,1.0,0.0,-1.0
us-oh:01kv6qnbhcetqvv840fr47fwdq,2026-06-15,2026-06-15 18:50,4 leg parlay,+21689,4,False,10.0,0.0,-10.0
us-oh:01kv6r2ze9f7jbhw8axgsd4gff,2026-06-15,2026-06-15 18:57,3 leg parlay,+10883,3,False,1.0,0.0,-1.0
us-oh:01kv6r11zhermv45jzr96hcm7g,2026-06-15,2026-06-15 18:56,3 leg parlay,+12303,3,False,1.0,0.0,-1.0
us-oh:01kv6qev5wfpy8dfhyx60z85s3,2026-06-15,2026-06-15 18:46,4 leg parlay,+31105,4,False,1.0,0.0,-1.0
us-oh:01kv6stb0ae3rryk56jjyk0tp3,2026-06-15,2026-06-15 19:28,4 leg Same Game Parlay+,+36840,4,False,1.0,0.0,-1.0
O/2072111/0001901,2026-06-15,2026-06-15 18:42,4 leg parlay,+29357,4,False,10.0,0.0,-10.0
us-oh:01kv6q8h63eb5sa7nqbnyrm6td,2026-06-15,2026-06-15 18:43,3 leg parlay,+6903,3,False,1.0,0.0,-1.0
us-oh:01kv3zcssdff58dqgh6h1959mh,2026-06-14,2026-06-14 17:07,Same Game Parlay™,+28600,4,False,1.0,0.0,-1.0
us-oh:01kv3e56refgqsfn3engy4vgas,2026-06-14,2026-06-14 12:06,3 leg parlay,+11072,3,False,1.0,0.0,-1.0
us-oh:01kv3egwsafs5at1xw6t9r3pnh,2026-06-14,2026-06-14 12:13,Same Game Parlay™,+20719,4,False,1.0,0.0,-1.0
us-oh:01kv3e7p8fekzbx0xcm0hfrx5f,2026-06-14,2026-06-14 12:08,4 leg parlay,+24290,4,False,1.0,0.0,-1.0
O/2072111/0001900,2026-06-14,2026-06-14 12:18,4 leg parlay,+52575,4,False,5.0,0.0,-5.0
us-oh:01kv3e2n1ke52b4km4sq2m724e,2026-06-14,2026-06-14 12:05,4 leg parlay,+23305,4,False,1.0,0.0,-1.0
us-oh:01kv0ye57yfwyskzfhz6yks917,2026-06-13,2026-06-13 12:53,3 leg parlay,+10439,3,False,5.0,0.0,-5.0
us-oh:01kv1hqqgren2t58sdrgxax8sa,2026-06-13,2026-06-13 18:30,5 leg Same Game Parlay+,+12598,5,False,1.0,0.0,-1.0
us-oh:01kv1j7q1jea9bgmegc262h6mf,2026-06-13,2026-06-13 18:39,3 leg Same Game Parlay+,+7158,3,False,1.0,0.0,-1.0
us-oh:01kv11vrkvevrshexz4fmtktpp,2026-06-13,2026-06-13 13:53,4 leg parlay,+21345,4,False,10.05,0.0,-10.05
us-oh:01kv11hy56f55b0td9e6eg7vqf,2026-06-13,2026-06-13 13:47,4 leg parlay,+28182,4,False,2.0,0.0,-2.0
us-oh:01kv0y53dfepkbcgmfvs29z63x,2026-06-13,2026-06-13 12:48,3 leg parlay,+10234,3,False,1.0,0.0,-1.0
us-oh:01kv12e8e2eh5rm404gphhqwp6,2026-06-13,2026-06-13 14:03,3 leg parlay,+9744,3,False,1.52,0.0,-1.52
O/2072111/0001898,2026-06-13,2026-06-13 13:46,4 leg parlay,+38290,4,False,10.0,0.0,-10.0
us-oh:01kv1ajrf2fjg9a95wck7aqqyk,2026-06-13,2026-06-13 16:25,3 leg parlay,+14486,3,False,1.0,0.0,-1.0
us-oh:01kv1ddzbzfwk9estkev1qfggr,2026-06-13,2026-06-13 17:15,4 leg Same Game Parlay+,+33314,4,False,1.0,0.0,-1.0
O/2072111/0001897,2026-06-13,2026-06-13 12:50,4 leg parlay,+116966,4,False,5.0,0.0,-5.0
us-oh:01kv11nq03fg59jfqsvms2w73t,2026-06-13,2026-06-13 13:50,3 leg parlay,+12236,3,False,2.1,0.0,-2.1
O/2072111/0001896,2026-06-13,2026-06-13 12:46,5 leg parlay,+206264,5,False,10.0,0.0,-10.0
us-oh:01ktzd9en9fse9n1eb84mqnwfd,2026-06-12,2026-06-12 22:34,3 leg Same Game Parlay+,+5654,3,False,1.0,0.0,-1.0
us-oh:01ktzdgemdfymahxax32a72sa5,2026-06-12,2026-06-12 22:38,4 leg Same Game Parlay+,+17290,4,False,1.0,0.0,-1.0
us-oh:01ktzdfze9ftwrdj5nj41srt9h,2026-06-12,2026-06-12 22:38,Same Game Parlay™,+23828,3,False,1.0,0.0,-1.0
us-oh:01ktyt641aempacrfvc0bz77d9,2026-06-12,2026-06-12 17:00,3 leg parlay,+10106,3,False,1.0,0.0,-1.0
us-oh:01ktytd84jfmf9973mmdff75ff,2026-06-12,2026-06-12 17:04,3 leg parlay,+9962,3,False,1.0,0.0,-1.0
us-oh:01ktyt98p7ewr88axp50h5yv2f,2026-06-12,2026-06-12 17:02,3 leg parlay,+11630,3,False,1.0,0.0,-1.0
O/2072111/0001893,2026-06-12,2026-06-12 16:55,4 leg Same Game Parlay+,+29856,4,False,0.0,0.0,0.0
O/2072111/0001894,2026-06-12,2026-06-12 17:15,4 leg parlay,+39141,4,False,10.08,0.0,-10.08
O/2072111/0001895,2026-06-12,2026-06-12 17:57,5 leg parlay,+258658,5,False,10.35,0.0,-10.35
us-oh:01ktyv41bbfwdvvyxv7rn8nbd4,2026-06-12,2026-06-12 17:17,3 leg parlay,+12909,3,False,1.05,0.0,-1.05
us-oh:01ktyt3qa4fxts7feyrpamgnnz,2026-06-12,2026-06-12 16:59,3 leg parlay,+14520,3,False,1.0,0.0,-1.0
O/2072111/0001888,2026-06-11,2026-06-11 17:09,3 leg Same Game Parlay+,+11202,3,False,10.0,0.0,-10.0
us-oh:01ktw7jxdzf8csagvya568wkap,2026-06-11,2026-06-11 16:57,3 leg Same Game Parlay+,+9822,3,False,1.05,0.0,-1.05
us-oh:01ktw7gxwse639f9pxyfagaz30,2026-06-11,2026-06-11 16:56,3 leg parlay,+15635,3,False,1.05,0.0,-1.05
us-oh:01ktw7f98vewzata7mnmstretm,2026-06-11,2026-06-11 16:55,3 leg parlay,+11542,3,False,1.05,0.0,-1.05
